word;score
calidad;5
super;5
rápida;5
amable;5
clara;5
productos;3
proceso;3
soporte;3
siempre;3
mil;3
bloqueo;2
soportado;2
recomendadisimo;4
recomendadísimo;4
oportuno;3
eficiente;3
rapido;3
ágil;3
efectiva;3
amables;5
momento;3
offcorss;3
rapida;3
aunque;3
buenas;3
muy efectiva;4
muy ágil;4
muy agil;4
excelente servicio;5
buen servicio;5
buena atención;5
excelente atención;5
mil gracias;5
buena atencion;5
bueno servicio;5
buena calidad;5
excelente atencion;5
servicio gracias;5
respuesta rápida;5
proceso devolución;5
excelente calidad;5
pronta respuesta;5
respuesta oportuna;5
tiempo respuesta;5
super bueno;5
información clara;5
rápida respuesta;5
clara información;5
bueno gracias;5
servicio muchas;5
satisfecha atención;5
atención prestada;5
gracias atención;5
oportuna respuesta;5
parece excelente;5
servicio excelente;5
parece bueno;5
atención oportuna;5
quede satisfecha;5
servicio bueno;5
servicio rápido;5
siento satisfecha;5
servicio atención;5
atención buena;5
super bien;5
calidad productos;5
buen soporte;5
satisfecha servicio;5
excelente muchas;5
atención rápida;5
servicio muchas gracias;5
excelente muchas gracias;5
excelente servicio gracias;5
buen servicio gracias;5
excelente servicio cliente;5
buena atención cliente;5
excelente servicio muchas;5
buen servicio cliente;5
atención muchas gracias;5
excelente servicio rápido;5
bien muchas gracias;5
excelente servicio atención;5
muchas gracias colaboración;5
respuesta muchas gracias;5
muchas gracias excelente;5
excelente atención servicio;5
muchas gracias atención;5
excelente atención cliente;5
bueno muchas gracias;5
buen servicio muchas;5
buena calidad productos;5
bueno excelente servicio;5
parece excelente servicio;5
quisiera saber si;5
gracias pronta respuesta;5
excelente atención muchas;5
producto muchas gracias;5
parece buena atención;5
excelente atención pronta;5
excelente atención parte;5
gracias excelente servicio;5
excelente servicio calidad;5
buena atención rápida;5
productos buena calidad;5
dieron solución requerimiento;5
excelente servicio satisfecha;5
buen servicio atención;5
productos excelente calidad;5
atencion muchas gracias;5
gracias buen servicio;5
gracias buena atención;5
marca buena calidad;5
excelente atención rápida;5
parece buen servicio;5
excelente tiempo respuesta;5
satisfecha atención prestada;5
excelente calidad ropa;5
rápido muchas gracias;5
cliente muchas gracias;5
buen servicio ágil;5
nunca;1
correo;3
días;3
ustedes;3
mal;1
dinero;3
llego;3
vale;3
malo;1
dirección;3
pésimo;1
comprar;3
solo;3
mas;3
hice;3
dan;3
día;3
esperando;2
hace;3
recibido;3
dos;3
receptivos;4
después;3
prenda;3
dicen;3
servientrega;3
recibí;3
aun;3
prendas;3
llegó;3
enviaron;3
pago;3
nula;1
nulo;1
aburre;1
tarde;2
malagradecido;1
insatisfecho;1
insatisfecha;1
insisto;2
agujero;2
pésimo servicio;1
no son capaces;1
desilusionada;2
mal servicio;1
devolución dinero;1
dado respuesta;1
falta respeto;1
hacer devolución;1
dan respuesta;1
hice pedido;1
dar respuesta;1
respuesta solicitud;1
recibido respuesta;1
incumplido;1
nunca contestan;1
nunca recibí;1
días después;1
nunca contestaron;1
llego pedido;1
recibí respuesta;1
llegado pedido;1
correo electrónico;1
hice compra;1
nunca llego;1
15 días;1
malo servicio;1
realizar compra;1
nunca llegó;1
ninguna respuesta;1
ningun momento;2
ningun;2
parece mal;1
devolución producto;1
hacer compra;1
mucha demora;1
demorada;1
muy demorada;1
muy demorado;1
muy tarde;1
maleducado; 1
maleducada; 1
nada amables; 1
nada amable; 1
saldo favor;1
dan solución;1
cancelar pedido;1
publicidad engañosa;1
llegó pedido;1
hacer pedido;1
error ustedes;1
cambio talla;1
cambio dirección;1
hace mes;1
pedido nunca;1
volver comprar;1
parece falta respeto;1
nunca recibí respuesta;1
pésimo servicio cliente;1
nunca dieron respuesta;1
mal servicio cliente;1
dado respuesta solicitud;1
nunca llegó pedido;1
parece mal gusto;1
pedido nunca llegó;1
correo servicio cliente;1
nadie da respuesta;1
demoran dar respuesta;1
servicio tan pésimo;1
superintendencia industria comercio;1
línea atención cliente;1
hacer devolución producto;1
nunca llego pedido;1
hacer efectivo vale;1
mucha demora entrega;1
recibido ninguna respuesta;1
respuesta parte ustedes;1
hacer cambio talla;1
nunca obtuve respuesta;1
dan solución problema;1
mala atención cliente;1
hace 10 días;1
recibí ninguna respuesta;1
falta respeto cliente;1
nunca pude hacer;1
línea telefónica nunca;1
telefónica nunca contestan;1
nunca pude comunicar;1
servicio cliente nunca;1
extremadamente lento;1
40 minutos linea;1
muy mediocre;1	
lento proceso;1
mes esperando pedido;1
aun dan respuesta;1
servicio atención cliente;1
imposible comunicarse ustedes;1
parece mal servicio;1
mas 15 dias;1
pude aprovechar descuento;1
realizar nueva compra;1
momento realizar compra;1
llevo mes esperando;1
espero pronta respuesta;1
15 días esperando;1
días esperando respuesta;1
ningún tipo solución;1
hacen devolución dinero;1
devolución producto llegó;1
deficiente capacitación;1
excelente gracias;4
evasivas;2
averiada;1
protegidos;2
mienten;2
pagana;2
aborto;1
disolver;2
negligencia;1
antitramite;2
jurado;2
victima;1
grave;1
graves;2
excesiva;2
repiten;2
superindustria;2
problema;1
insisten;2
gastados;2
cansado;1
fraudulentos;1
honestas;4
amenazan;2
dispendioso;2
retener;2
escusa;2
manchado;2
precedente;2
desordenados;2
preciosa;5
precioso;5
desista;2
muy buena atención;5
rapida solucion;4
gustoso;5
siempre gustoso;5
atencion muy rapida;5
gran;4
equipo;3
gran equipo;5
felicitarlo;5
felicitarlos;5
absurdo;2
es absurdo;1
bolsa;3
devuelvan dinero;1
devolución dinero;1
devuelvan;1
no cumplió prometido;1
pero eso si;2
nunca respondieron;1
engañosa;1
no jueguen;2
no jueguen cliente;2
tiempos espera largos;1
no recibido respuesta;1
pésima atención;1
devuelto dinero;1
respuestas genéricas;1
nada personalizadas;1
nada personalizados;1
nada personalizada;1
nada personalizado;1
pésima atención cliente;1
debían entregarla;2
no disponible;2
producto no disponible;2
no opcion;2
super decepcionada;2
no llaman;2
no leen;2
no han atendido;2
no atendido;2
criterio cambio;2
terrible totalmente;2
no actualizaron;2
toco;2
tocó;2
reclamar;2
no deseo adquirir;1
no deseo;2
ustedes no;1
culpa;2
molesta;1
molesto;1
no recibido;1
no recibido producto;1
lavan manos;2
malos productos;1
malos;1
no responden;1
no recibido producto;1
recibido producto aún;1
no conforme;1
corresponde;1
falta seriedad;1
no enviaron;1
parece falta seriedad;1
no existe;2
ningún bono;2
dinero no bono;1
solicito reembolso;1
solicite nunca;1
nunca solicite;1
no entendí;1
no entendi;1
solicité nunca;1
nunca solicité1
devolución productos;1
no satisfecho;1
no respuesta;1
no veo;2
veo inconveniente;1
no cumplen;1
no dijeron nada;2
producto no era;2
no contestaron;2
no contestaros tiempo;2
equivocadas;2
equivocados;2
equivocada;2
equivocado;2
equivoco;2
equivocó;2
falta calidad;2
tallas equivocadas;2
esperando garantía;1
esperando garantia;1
esperando pedido;1
esperando solución;1
esperando solucion;1
no había producto;1
no habia producto;1
genera dudas;1
no contestaron tiempo;1
no llegado;1
no ha llegado;1
me ayudaron;5
pude realizar compra;5
muy bonitos;5
muy bonitas;5
muy lindos;5
muy lindas;5
encantada;5
encantado;5
muy eficaz;5
